strength_config,regime,top8_title_share,ladder,teams_per_drafter,policy,n_eval_tournaments,spearman_mean,spearman_sd,spearman_undefined_frac,skill_variance_share,sigma2_between,sigma2_within,top_tie_rate,winning_score_mean,winning_score_sd,winning_score_p05,winning_score_p95,slot_win_prob_spread,slot_chi2_uniform,champion_undrafted_rate,p_champion_holder_wins,br_slot,slot1_win_prob,slot2_win_prob,slot3_win_prob,slot4_win_prob,slot5_win_prob,slot6_win_prob
synthetic_x2,resampled,0.97686,linear,5,ev_greedy,50000,0.09960220237604456,0.4467830368883751,8e-05,0.013031316877542259,0.06104030388888889,4.664295841666666,0.21976,12.8395,1.280351416604051,11.0,15.0,0.06162466666666669,0.014248226028000008,0.0,0.5442809999999999,-1,0.20787466666666668,0.164813,0.16958466666666666,0.14625,0.15785766666666667,0.15362
synthetic_x2,resampled,0.97686,linear,5,variance,50000,0.2245344450624544,0.42270715052999874,2e-05,0.06705722517632587,0.3470148986111111,4.784304161666666,0.21844,12.80492,1.314604044417938,11.0,15.0,0.016448333333333315,0.0015108000000000005,4e-05,0.5370784831393255,-1,0.17443399999999998,0.16626399999999997,0.170965,0.15798566666666666,0.17199566666666666,0.15835566666666664
synthetic_x2,resampled,0.97686,linear,6,ev_greedy,50000,0.07661527277913062,0.4497603160444701,2e-05,0.008910021136843645,0.044318118611111144,4.97670059,0.21394,13.5289,1.3339583164402102,12.0,16.0,0.031581000000000026,0.003882742194666671,0.0,0.5176403333333334,-1,0.1838516666666667,0.155967,0.16745233333333334,0.15227066666666667,0.17165599999999998,0.16880233333333333
synthetic_x2,resampled,0.97686,linear,6,variance,50000,0.2420385460174299,0.42468551215627376,2e-05,0.07906212486283926,0.43425369722222223,5.015572178333333,0.2114,13.60426,1.3596947644232509,12.0,16.0,0.020738666666666683,0.0014970541293333362,0.0,0.5173173333333334,-1,0.175514,0.16601433333333335,0.16747766666666666,0.15477533333333332,0.17161533333333334,0.16460333333333332
synthetic_x2,resampled,0.97686,linear,8,ev_greedy,50000,0.0775697707242821,0.44926056014082694,0.0,0.009238196043450162,0.04696543333333333,5.087400033333333,0.21428,13.75668,1.34498898791031,12.0,16.0,0.033968666666666675,0.004535653170666671,0.0,0.5108616666666668,-1,0.18618433333333334,0.1544883333333333,0.16893566666666665,0.15221566666666667,0.16979,0.16838599999999998
synthetic_x2,resampled,0.97686,linear,8,variance,50000,0.23940443869909372,0.4218586696256837,0.0,0.07895197629535552,0.4455665633333332,5.136111593333332,0.2085,13.87934,1.3675456717784602,12.0,16.0,0.03637933333333335,0.004348194076000005,0.0,0.510776,-1,0.18599933333333335,0.17069733333333334,0.16770200000000002,0.14962,0.16582033333333332,0.160161
synthetic_x2,resampled,0.97686,triangular,4,ev_greedy,50000,0.1110596245344781,0.44382357042369924,0.0,0.014822216115673047,0.8254318402777776,56.04549097333333,0.03724,29.89832,4.074965175016837,25.0,38.0,0.09547333333333333,0.03948266280000001,0.00012,0.8358536357696258,-1,0.22855333333333333,0.18063,0.17599333333333333,0.13308,0.13867,0.14307333333333333
synthetic_x2,resampled,0.97686,triangular,4,variance,50000,0.15951576094341427,0.43358992561360443,0.0,0.029157262824348083,1.6972605738888893,56.345096955,0.03694,29.96588,4.11044472357919,25.0,38.0,0.09703333333333333,0.03954548226666667,0.0001,0.8305863919725306,-1,0.21730666666666665,0.1891,0.18486333333333335,0.12027333333333332,0.14017666666666667,0.14828
synthetic_x2,resampled,0.97686,triangular,5,ev_greedy,50000,0.12016281041187285,0.4442572802451848,0.0,0.018045722002211523,1.0298794452777775,57.07865864333335,0.04748,31.1616,4.160077576199752,26.0,39.0,0.10145333333333337,0.04506717573333335,0.0,0.82228,-1,0.23363,0.18102666666666667,0.17551666666666668,0.13217666666666664,0.13766333333333333,0.13998666666666668
synthetic_x2,resampled,0.97686,triangular,5,variance,50000,0.16694531380672037,0.442269887512821,0.0,0.03254968302217221,1.9405402119444448,57.49121088833333,0.04666,31.24586,4.214002000521594,26.0,39.0,0.10269,0.04516541273333333,0.0,0.8178883333333333,-1,0.221855,0.19304,0.18255333333333332,0.119165,0.13781166666666667,0.145575
synthetic_x2,resampled,0.97686,triangular,6,ev_greedy,50000,0.11087634774219303,0.4424930044895354,0.0,0.015050352532733922,0.8628112452777772,57.62366455333333,0.0493,31.83762,4.2141111441916195,26.0,40.0,0.09267666666666668,0.03626044773333335,0.0,0.81136,-1,0.22680666666666668,0.17848333333333333,0.17525,0.13413,0.14155,0.14378
synthetic_x2,resampled,0.97686,triangular,6,variance,50000,0.1646234113183876,0.44116688328379156,0.0,0.03251809191464944,1.9570255952777784,57.972549683333334,0.04902,31.96962,4.26528041933939,26.0,40.0,0.09881333333333334,0.04031266373333334,0.0,0.8085633333333333,-1,0.21712333333333333,0.19235,0.18166666666666667,0.11831,0.14111,0.14944
synthetic_x2,resampled,0.97686,triangular,8,ev_greedy,50000,0.11149302429426121,0.4425508773442827,0.0,0.015348179775714317,0.8823343966666664,57.76181256666667,0.04938,32.0453,4.222275205383941,27.0,40.0,0.09380499999999994,0.03726947473333331,0.0,0.8101783333333333,-1,0.22775166666666663,0.178085,0.17573833333333336,0.13394666666666669,0.14091166666666666,0.14356666666666665
synthetic_x2,resampled,0.97686,triangular,8,variance,50000,0.16424474708093909,0.44097220080324334,0.0,0.032552332728796866,1.964792273333334,58.127113030000004,0.04958,32.17614,4.27494031541962,27.0,41.0,0.09902333333333332,0.04058888226666667,0.0,0.8067766666666667,-1,0.21747,0.1918,0.18243333333333336,0.11844666666666667,0.1408633333333333,0.14898666666666666
synthetic_x2,resampled,0.97686,geometric,4,ev_greedy,50000,0.12649318062838935,0.44888692849868944,0.0,0.022701971619202656,2.774999805277777,120.59559697166668,0.00012,38.49288,3.6951846104897115,35.0,45.0,0.13550999999999996,0.09621208159999997,0.0001,0.9998999899989999,-1,0.25397,0.20945,0.17611,0.12089,0.11846,0.12112
synthetic_x2,resampled,0.97686,geometric,4,variance,50000,0.16154038551124847,0.4492983109936991,0.0,0.026657445259109448,3.310863816944445,121.16618897833334,0.00012,38.51656,3.771965769515943,35.0,46.0,0.13915999999999998,0.09782440039999997,8e-05,0.9998799903992319,-1,0.2557,0.2071,0.17783,0.1236,0.11923,0.11654
synthetic_x2,resampled,0.97686,geometric,5,ev_greedy,50000,0.13477133921149867,0.44702911071669305,0.0,0.02526989745584408,3.1117453855555555,121.05683174833334,0.00012,39.51404,3.7534574565858607,36.0,47.0,0.13546,0.09621264200000001,0.0,0.99984,-1,0.25394,0.20949,0.17612,0.12089,0.11848,0.12108
synthetic_x2,resampled,0.97686,geometric,5,variance,50000,0.16668667664534667,0.4481774743242777,0.0,0.028555561786527458,3.5688066519444437,121.73183026333332,0.00012,39.52376,3.8392389170771857,36.0,47.0,0.13925000000000004,0.09790511000000003,0.0,0.99982,-1,0.25574,0.20708,0.17788,0.12359,0.11922,0.11649
synthetic_x2,resampled,0.97686,geometric,6,ev_greedy,50000,0.12710723109252361,0.45013866673883474,0.0,0.02255426504774396,2.774628087777777,121.38868562833333,0.0001,40.0759,3.8202799884301677,36.0,47.0,0.13541999999999998,0.09616292599999998,0.0,0.99977,-1,0.25392,0.20948,0.17611,0.12089,0.1185,0.1211
synthetic_x2,resampled,0.97686,geometric,6,variance,50000,0.17067579609163608,0.44717301891468375,0.0,0.02945964977571973,3.6916383588888886,121.97279619166666,8e-05,40.17546,3.8900583271205584,36.0,48.0,0.13916999999999996,0.09787130239999997,0.0,0.9997,-1,0.25575,0.20707,0.17783,0.12356,0.11921,0.11658
synthetic_x2,resampled,0.97686,geometric,8,ev_greedy,50000,0.127763457647964,0.44925487901008576,0.0,0.022814183457578702,2.8104223688888883,121.52163050333334,0.00016,40.26558,3.835174997780414,36.0,48.0,0.13544,0.0961791776,0.0,0.99976,-1,0.25393,0.20948,0.17611,0.12089,0.11849,0.1211
synthetic_x2,resampled,0.97686,geometric,8,variance,50000,0.17182647748755217,0.44752336873307025,0.0,0.0298270578466638,3.7434170588888884,122.12545904333334,0.00012,40.37182,3.90567918390643,36.0,48.0,0.1392,0.09789336319999999,0.0,0.99972,-1,0.25575,0.20707,0.17786,0.12356,0.11921,0.11655
